item_name,image_path,image,checked,page,column,row,notes_1_name,notes_1,notes_2_name,notes_2,notes_3_name,notes_3,notes_4_name,notes_4,notes_
Unmilled Rice,images/Unmilled_Rice.png,pyimage181,False,Ship 1,3,3,,,,,,,,,
Eggplant,images/Eggplant.png,pyimage182,False,Ship 1,4,3,,,,,,,,,
Artichoke,images/Artichoke.png,pyimage183,False,Ship 1,5,3,,,,,,,,,
Pumpkin,images/Pumpkin.png,pyimage184,False,Ship 1,6,3,,,,,,,,,
Bok Choy,images/Bok_Choy.png,pyimage185,False,Ship 1,7,3,,,,,,,,,
Yam,images/Yam.png,pyimage186,False,Ship 1,8,3,,,,,,,,,
Chanterelle,images/Chanterelle.png,pyimage187,False,Ship 1,9,3,,,,,,,,,
Cranberries,images/Cranberries.png,pyimage188,False,Ship 1,0,4,,,,,,,,,
Holly,images/Holly.png,pyimage189,False,Ship 1,1,4,,,,,,,,,
Beet,images/Beet.png,pyimage190,False,Ship 1,2,4,,,,,,,,,
Ostrich Egg,images/Ostrich_Egg.png,pyimage191,False,Ship 1,3,4,,,,,,,,,
Salmonberry,images/Salmonberry.png,pyimage192,False,Ship 1,4,4,,,,,,,,,
Amaranth,images/Amaranth.png,pyimage193,False,Ship 1,5,4,,,,,,,,,
Pale Ale,images/Pale_Ale.png,pyimage194,False,Ship 1,6,4,,,,,,,,,
Hops,images/Hops.png,pyimage195,False,Ship 1,7,4,,,,,,,,,
Void Egg,images/Void_Egg.png,pyimage196,False,Ship 1,8,4,,,,,,,,,
Mayo,images/Mayonnaise.png,pyimage197,False,Ship 1,9,4,,,,,,,,,
Duck Mayo,images/Duck_Mayonnaise.png,pyimage198,False,Ship 1,0,5,,,,,,,,,
Void Mayo,images/Void_Mayonnaise.png,pyimage199,False,Ship 1,1,5,,,,,,,,,
Clay,images/Clay.png,pyimage200,False,Ship 1,2,5,,,,,,,,,
Copper Bar,images/Copper_Bar.png,pyimage201,False,Ship 1,3,5,,,,,,,,,
Iron Bar,images/Iron_Bar.png,pyimage202,False,Ship 1,4,5,,,,,,,,,
Gold Bar,images/Gold_Bar.png,pyimage203,False,Ship 1,5,5,,,,,,,,,
Iridium Bar,images/Iridium_Bar.png,pyimage204,False,Ship 1,6,5,,,,,,,,,
Refined Quartz,images/Refined_Quartz.png,pyimage205,False,Ship 1,7,5,,,,,,,,,
Honey,images/Honey.png,pyimage206,False,Ship 1,8,5,,,,,,,,,
Pickles,images/Pickles.png,pyimage207,False,Ship 1,9,5,,,,,,,,,
Jelly,images/Jelly.png,pyimage208,False,Ship 1,0,6,,,,,,,,,
Beer,images/Beer.png,pyimage209,False,Ship 1,1,6,,,,,,,,,
Wine,images/Wine.png,pyimage210,False,Ship 1,2,6,,,,,,,,,
Juice,images/Juice.png,pyimage211,False,Ship 1,3,6,,,,,,,,,
Clam,images/Clam.png,pyimage212,False,Ship 1,4,6,,,,,,,,,
Poppy,images/Poppy.png,pyimage213,False,Ship 1,5,6,,,,,,,,,
Copper Ore,images/Copper_Ore.png,pyimage214,False,Ship 1,6,6,,,,,,,,,
Iron Ore,images/Iron_Ore.png,pyimage215,False,Ship 1,7,6,,,,,,,,,
Coal,images/Coal.png,pyimage216,False,Ship 1,8,6,,,,,,,,,
Gold Ore,images/Gold_Ore.png,pyimage217,False,Ship 1,9,6,,,,,,,,,
Iridium Ore,images/Iridium_Ore.png,pyimage218,False,Ship 2,0,0,,,,,,,,,
Wood,images/Wood.png,pyimage219,False,Ship 2,1,0,,,,,,,,,
Stone,images/Stone.png,pyimage220,False,Ship 2,2,0,,,,,,,,,
Nautilus Shell,images/Nautilus_Shell.png,pyimage221,False,Ship 2,3,0,,,,,,,,,
Coral,images/Coral.png,pyimage222,False,Ship 2,4,0,,,,,,,,,
Rainbow Shell,images/Rainbow_Shell.png,pyimage223,False,Ship 2,5,0,,,,,,,,,
Spice Berry,images/Spice_Berry.png,pyimage224,False,Ship 2,6,0,,,,,,,,,
Sea Urchin,images/Sea_Urchin.png,pyimage225,False,Ship 2,7,0,,,,,,,,,
Grape,images/Grape.png,pyimage226,False,Ship 2,8,0,,,,,,,,,
Spring Onion,images/Spring_Onion.png,pyimage227,False,Ship 2,9,0,,,,,,,,,
Strawberry,images/Strawberry.png,pyimage228,False,Ship 2,0,1,,,,,,,,,
Sweet Pea,images/Sweet_Pea.png,pyimage229,False,Ship 2,1,1,,,,,,,,,
Com. Mushroom,images/Common_Mushroom.png,pyimage230,False,Ship 2,2,1,,,,,,,,,
Wild Plum,images/Wild_Plum.png,pyimage231,False,Ship 2,3,1,,,,,,,,,
Hazelnut,images/Hazelnut.png,pyimage232,False,Ship 2,4,1,,,,,,,,,
Blackberry,images/Blackberry.png,pyimage233,False,Ship 2,5,1,,,,,,,,,
Winter Root,images/Winter_Root.png,pyimage234,False,Ship 2,6,1,,,,,,,,,
Crystal Fruit,images/Crystal_Fruit.png,pyimage235,False,Ship 2,7,1,,,,,,,,,
Snow Yam,images/Snow_Yam.png,pyimage236,False,Ship 2,8,1,,,,,,,,,
Sweet Gem Berry,images/Sweet_Gem_Berry.png,pyimage237,False,Ship 2,9,1,,,,,,,,,
Crocus,images/Crocus.png,pyimage238,False,Ship 2,0,2,,,,,,,,,
Red Mushroom,images/Red_Mushroom.png,pyimage239,False,Ship 2,1,2,,,,,,,,,
Sunflower,images/Sunflower.png,pyimage240,False,Ship 2,2,2,,,,,,,,,
Purple Mushroom,images/Purple_Mushroom.png,pyimage241,False,Ship 2,3,2,,,,,,,,,
Cheese,images/Cheese.png,pyimage242,False,Ship 2,4,2,,,,,,,,,
Goat Cheese,images/Goat_Cheese.png,pyimage243,False,Ship 2,5,2,,,,,,,,,
Cloth,images/Cloth.png,pyimage244,False,Ship 2,6,2,,,,,,,,,
Truffle,images/Truffle.png,pyimage245,False,Ship 2,7,2,,,,,,,,,
Truffle Oil,images/Truffle_Oil.png,pyimage246,False,Ship 2,8,2,,,,,,,,,
Coffee Bean,images/Coffee_Bean.png,pyimage247,False,Ship 2,9,2,,,,,,,,,
Goat Milk,images/Goat_Milk.png,pyimage248,False,Ship 2,0,3,,,,,,,,,
Large Goat Milk,images/Large_Goat_Milk.png,pyimage249,False,Ship 2,1,3,,,,,,,,,
Wool,images/Wool.png,pyimage250,False,Ship 2,2,3,,,,,,,,,
Duck Egg,images/Duck_Egg.png,pyimage251,False,Ship 2,3,3,,,,,,,,,
Duck Feather,images/Duck_Feather.png,pyimage252,False,Ship 2,4,3,,,,,,,,,
Caviar,images/Caviar.png,pyimage253,False,Ship 2,5,3,,,,,,,,,
Rabbit's Foot,images/Rabbit's_Foot.png,pyimage254,False,Ship 2,6,3,,,,,,,,,
Aged Roe,images/Aged_Roe.png,pyimage255,False,Ship 2,7,3,,,,,,,,,
Ancient Fruit,images/Ancient_Fruit.png,pyimage256,False,Ship 2,8,3,,,,,,,,,
Mead,images/Mead.png,pyimage257,False,Ship 2,9,3,,,,,,,,,
Tulip,images/Tulip.png,pyimage258,False,Ship 2,0,4,,,,,,,,,
Summer Spangle,images/Summer_Spangle.png,pyimage259,False,Ship 2,1,4,,,,,,,,,
Fairy Rose,images/Fairy_Rose.png,pyimage260,False,Ship 2,2,4,,,,,,,,,
Blue Jazz,images/Blue_Jazz.png,pyimage261,False,Ship 2,3,4,,,,,,,,,
Apple,images/Apple.png,pyimage262,False,Ship 2,4,4,,,,,,,,,
Green Tea,images/Green_Tea.png,pyimage263,False,Ship 2,5,4,,,,,,,,,
Apricot,images/Apricot.png,pyimage264,False,Ship 2,6,4,,,,,,,,,
Orange,images/Orange.png,pyimage265,False,Ship 2,7,4,,,,,,,,,
Peach,images/Peach.png,pyimage266,False,Ship 2,8,4,,,,,,,,,
Pomegranate,images/Pomegranate.png,pyimage267,False,Ship 2,9,4,,,,,,,,,
Cherry,images/Cherry.png,pyimage268,False,Ship 2,0,5,,,,,,,,,
Bug Meat,images/Bug_Meat.png,pyimage269,False,Ship 2,1,5,,,,,,,,,
Hardwood,images/Hardwood.png,pyimage270,False,Ship 2,2,5,,,,,,,,,
Maple Syrup,images/Maple_Syrup.png,pyimage271,False,Ship 2,3,5,,,,,,,,,
Oak Resin,images/Oak_Resin.png,pyimage272,False,Ship 2,4,5,,,,,,,,,
Pine Tar,images/Pine_Tar.png,pyimage273,False,Ship 2,5,5,,,,,,,,,
Slime,images/Slime.png,pyimage274,False,Ship 2,6,5,,,,,,,,,
Bat Wing,images/Bat_Wing.png,pyimage275,False,Ship 2,7,5,,,,,,,,,
Solar Essence,images/Solar_Essence.png,pyimage276,False,Ship 2,8,5,,,,,,,,,
Void Essence,images/Void_Essence.png,pyimage277,False,Ship 2,9,5,,,,,,,,,
Fiber,images/Fiber.png,pyimage278,False,Ship 2,0,6,,,,,,,,,
Battery Pack,images/Battery_Pack.png,pyimage279,False,Ship 2,1,6,,,,,,,,,
Dinosaur Mayo,images/Dinosaur_Mayonnaise.png,pyimage280,False,Ship 2,2,6,,,,,,,,,
Roe,images/Roe.png,pyimage281,False,Ship 2,3,6,,,,,,,,,
Squid Ink,images/Squid_Ink.png,pyimage282,False,Ship 2,4,6,,,,,,,,,
Tea Leaves,images/Tea_Leaves.png,pyimage283,False,Ship 2,5,6,,,,,,,,,
Ginger,images/Ginger.png,pyimage284,False,Ship 2,6,6,,,,,,,,,
Taro Root,images/Taro_Root.png,pyimage285,False,Ship 2,7,6,,,,,,,,,
Pineapple,images/Pineapple.png,pyimage286,False,Ship 2,8,6,,,,,,,,,
Mango,images/Mango.png,pyimage287,False,Ship 2,9,6,,,,,,,,,
Cinder Shard,images/Cinder_Shard.png,pyimage288,False,Ship 2,0,7,,,,,,,,,
Magma Cap,images/Magma_Cap.png,pyimage289,False,Ship 2,1,7,,,,,,,,,
Bone Fragment,images/Bone_Fragment.png,pyimage290,False,Ship 2,2,7,,,,,,,,,
Radioactive Ore,images/Radioactive_Ore.png,pyimage291,False,Ship 2,3,7,,,,,,,,,
Radioactive Bar,images/Radioactive_Bar.png,pyimage292,False,Ship 2,4,7,,,,,,,,,
Dwarf Scroll I,images/Dwarf_Scroll_I.png,pyimage293,False,Artifacts,0,0,Source:,"Tilling in Mines/Skull Cavern, Several monsters",,,,,,,
Dwarf Scroll II,images/Dwarf_Scroll_II.png,pyimage294,False,Artifacts,1,0,Source:,"Tilling in Mines, Ghost, Frost Bat, Dust Sprite, Blue Slime",,,,,,,
Dwarf Scroll III,images/Dwarf_Scroll_III.png,pyimage295,False,Artifacts,2,0,Source:,Several monsters drop,,,,,,,
Dwarf Scroll IV,images/Dwarf_Scroll_IV.png,pyimage296,False,Artifacts,3,0,Source:,Any Monster ,,,,,,,
Chipped Amphora,images/Chipped_Amphora.png,pyimage297,False,Artifacts,4,0,Source:,"Town, Artifact Trove",,,,,,,
Arrowhead,images/Arrowhead.png,pyimage298,False,Artifacts,5,0,Source:,"Mountain, Forest, Bus Stop, Artifact Trove",,,,,,,
Ancient Doll,images/Ancient_Doll.png,pyimage299,False,Artifacts,6,0,Source:,"Mountain, Bus Stop, Town, Fishing Chest, Feast of the Winter Star, Artifact Trove",,,,,,,
Elvish Jewelry,images/Elvish_Jewelry.png,pyimage300,False,Artifacts,7,0,Source:,"Forest, Fishing Chest, Artifact Trove",,,,,,,
Chewing Stick,images/Chewing_Stick.png,pyimage301,False,Artifacts,8,0,Source:,"Mountain, Forest, Town, Fishing Chest, Artifact Trove",,,,,,,
Ornamental Fan,images/Ornamental_Fan.png,pyimage302,False,Artifacts,9,0,Source:,"Beach, Forest, Town, Fishing Chest, Artifact Trove",,,,,,,
Dinosaur Egg,images/Dinosaur_Egg.png,pyimage303,False,Artifacts,0,1,Source:,"Mountain, Fishing Chest",,,,,,,
Rare Disc,images/Rare_Disc.png,pyimage304,False,Artifacts,1,1,Source:,"Fishing Chest, Drop from Bats, Shadow Brute, or Shadow Shaman, Artifact Trove",,,,,,,
Ancient Sword,images/Ancient_Sword.png,pyimage305,False,Artifacts,2,1,Source:,"Forest, Mountain, Fishing Chest, Artifact Trove",,,,,,,
Rusty Spoon,images/Rusty_Spoon.png,pyimage306,False,Artifacts,3,1,Source:,"Town, Artifact Trove",,,,,,,
Rusty Spur,images/Rusty_Spur.png,pyimage307,False,Artifacts,4,1,Source:,"Farm, Fishing Chest, Artifact Trove",,,,,,,
Rusty Cog,images/Rusty_Cog.png,pyimage308,False,Artifacts,5,1,Source:,"Mountain, Tilling in Mines/Skull Cavern, Fishing Chest, Artifact Trove",,,,,,,
Chicken Statue,images/Chicken_Statue.png,pyimage309,False,Artifacts,6,1,Source:,"Farm, Fishing Chest, Artifact Trove",,,,,,,
Ancient Seed,images/Ancient_Seed.png,pyimage310,False,Artifacts,7,1,Source:,"Forest, Mountain, Fishing Chest, Artifact Trove, ",,,,,,,
Prehistoric Tool,images/Prehistoric_Tool.png,pyimage311,False,Artifacts,8,1,Source:,"Bus Stop, Mountain, Fishing Chest, Artifact Trove",,,,,,,
Dried Starfish,images/Dried_Starfish.png,pyimage312,False,Artifacts,9,1,Source:,"Beach, Fishing Chest, Artifact Trove",,,,,,,
Anchor,images/Anchor.png,pyimage313,False,Artifacts,0,2,Source:,"Beach, Fishing Chest, Artifact Trove",,,,,,,
Glass Shards,images/Glass_Shards.png,pyimage314,False,Artifacts,1,2,Source:,"Beach, Fishing Chest, Artifact Trove",,,,,,,
Bone Flute,images/Bone_Flute.png,pyimage315,False,Artifacts,2,2,Source:,"Forest, Mountain, Town, Fishing Chest, Artifact Trove",,,,,,,
Prehistoric Handaxe,images/Prehistoric_Handaxe.png,pyimage316,False,Artifacts,3,2,Source:,"Bus Stop, Mountain, Forest, Artifact Trove",,,,,,,
Dwarvish Helm,images/Dwarvish_Helm.png,pyimage317,False,Artifacts,4,2,Source:,"Tilling in Mines, Geode, Omni Geode, Artifact Trove",,,,,,,
Dwarf Gadget,images/Dwarf_Gadget.png,pyimage318,False,Artifacts,5,2,Source:,"Tilling in Mines, Magma Geode, Omni Geode, Artifact Trove",,,,,,,
Ancient Drum,images/Ancient_Drum.png,pyimage319,False,Artifacts,6,2,Source:,"Bus Stop, Forest, Town, Frozen Geode, Omni Geode, Artifact Trove",,,,,,,
Golden Mask,images/Golden_Mask.png,pyimage320,False,Artifacts,7,2,Source:,"Desert, Artifact Trove",,,,,,,
Golden Relic,images/Golden_Relic.png,pyimage321,False,Artifacts,8,2,Source:,"Desert, Artifact Trove",,,,,,,
Strange Doll,images/Strange_Doll_(green).png,pyimage322,False,Artifacts,9,2,Source:,"Farm, Bus Stop, Town, Forest, Mountain, Beach, Tilling in Mines/Skull Cavern, Fishing Chest, Secret Note #17",,,,,,,
Strange Doll,images/Strange_Doll_(yellow).png,pyimage323,False,Artifacts,0,3,Source:,"Farm, Bus Stop, Town, Forest, Mountain, Beach, Tilling in Mines/Skull Cavern, Fishing Chest, Secret Note #18",,,,,,,
Prehistoric Scapula,images/Prehistoric_Scapula.png,pyimage324,False,Artifacts,1,3,Source:,Forest ,,,,,,,
Prehistoric Tibia,images/Prehistoric_Tibia.png,pyimage325,False,Artifacts,2,3,Source:,"Railroad, Pepper Rexdrop ",,,,,,,
Prehistoric Skull,images/Prehistoric_Skull.png,pyimage326,False,Artifacts,3,3,Source:,Mountain,,,,,,,
Skeletal Hand,images/Skeletal_Hand.png,pyimage327,False,Artifacts,4,3,Source:,Backwoods ,,,,,,,
Prehistoric Rib,images/Prehistoric_Rib.png,pyimage328,False,Artifacts,5,3,Source:,"Town, Pepper Rexdrop ",,,,,,,
Prehistoric Vertebra,images/Prehistoric_Vertebra.png,pyimage329,False,Artifacts,6,3,Source:,Bus Stop ,,,,,,,
Skeletal Tail,images/Skeletal_Tail.png,pyimage330,False,Artifacts,7,3,Source:,"Tilling in Mines/Skull Cavern, Fishing Chest",,,,,,,
Nautilus Fossil,images/Nautilus_Fossil.png,pyimage331,False,Artifacts,8,3,Source:,"Beach, Fishing Chest",,,,,,,
Amphibian Fossil,images/Amphibian_Fossil.png,pyimage332,False,Artifacts,9,3,Source:,"Forest, Mountain, Fishing Chest",,,,,,,
Palm Fossil,images/Palm_Fossil.png,pyimage333,False,Artifacts,0,4,Source:,Desert ,,,,,,,
Trilobite,images/Trilobite.png,pyimage334,False,Artifacts,1,4,Source:,"Beach, Mountain ",,,,,,,
Emerald,images/Emerald.png,pyimage335,False,Gems,0,0,Source:,"Emerald Node, Gem Node, Panning, Garbage Can, Fishing Chest, Feast of the Winter Star",,,,,,,
Aquamarine,images/Aquamarine.png,pyimage336,False,Gems,1,0,Source:,"Aquamarine Node, Gem Node, Panning, Garbage Can, Fishing Chest",,,,,,,
Ruby,images/Ruby.png,pyimage337,False,Gems,2,0,Source:,"Ruby Node, Gem Node, Panning, Garbage Can, Fishing Chest, Feast of the Winter Star",,,,,,,
Amethyst,images/Amethyst.png,pyimage338,False,Gems,3,0,Source:,"Amethyst Node, Gem Node, Green Slimes, Panning, Garbage Can, Fishing Chest ",,,,,,,
Topaz,images/Topaz.png,pyimage339,False,Gems,4,0,Source:,"Topaz Node.pngTopaz NodeGem Node, Panning, Garbage Can, Fishing Chest",,,,,,,
Jade,images/Jade.png,pyimage340,False,Gems,5,0,Source:,"Jade Node, Gem Node, Blue Slimes, Garbage Can, Fishing Chest, Feast of the Winter Star",,,,,,,
Diamond,images/Diamond.png,pyimage341,False,Gems,6,0,Source:,"Diamond NodeGem Node, Panning, Garbage Can, Fishing Chest, Any monster after reaching the bottom of the mines",,,,,,,
Prismatic Shard,images/Prismatic_Shard.png,pyimage342,False,Gems,7,0,Source:,"Iridium Node, Shadow Brute, Shadow Shaman, Mummy, Serpent, Fishing Chest, Any monster after reaching the bottom of the mines",,,,,,,
Quartz,images/Quartz.png,pyimage343,False,Gems,8,0,Source:,The Mines,,,,,,,
Fire Quartz,images/Fire_Quartz.png,pyimage344,False,Gems,9,0,Source:,"The Mines, Fishing Chest, Panning, Magma Geode, Omni Geode, Garbage Can",,,,,,,
Frozen Tear,images/Frozen_Tear.png,pyimage345,False,Gems,0,1,Source:,"The Mines, Garbage Can",,,,,,,
Earth Crystal,images/Earth_Crystal.png,pyimage346,False,Gems,1,1,Source:,"The Mines, Fishing Chest, Panning, Geode, Omni Geode, Garbage Can",,,,,,,
Alamite,images/Alamite.png,pyimage347,False,Gems,2,1,Source:,"Geode, Omni Geode",,,,,,,
Bixite,images/Bixite.png,pyimage348,False,Gems,3,1,Source:,"Magma Geode, Omni Geode, Black Slime",,,,,,,
Baryte,images/Baryte.png,pyimage349,False,Gems,4,1,Source:,"Magma Geode, Omni Geode",,,,,,,
Aerinite,images/Aerinite.png,pyimage350,False,Gems,5,1,Source:,"Frozen Geode, Omni Geode",,,,,,,
Calcite,images/Calcite.png,pyimage351,False,Gems,6,1,Source:,"Geode, Omni Geode",,,,,,,
Dolomite,images/Dolomite.png,pyimage352,False,Gems,7,1,Source:,"Magma Geode, Omni Geode",,,,,,,
Esperite,images/Esperite.png,pyimage353,False,Gems,8,1,Source:,"Frozen Geode, Omni Geode",,,,,,,
Fluorapatite,images/Fluorapatite.png,pyimage354,False,Gems,9,1,Source:,"Frozen Geode, Omni Geode",,,,,,,
Geminite,images/Geminite.png,pyimage355,False,Gems,0,2,Source:,"Frozen Geode, Omni Geode",,,,,,,
Helvite,images/Helvite.png,pyimage356,False,Gems,1,2,Source:,"Magma Geode, Omni Geode",,,,,,,
Jamborite,images/Jamborite.png,pyimage357,False,Gems,2,2,Source:,"Geode, Omni Geode",,,,,,,
Jagoite,images/Jagoite.png,pyimage358,False,Gems,3,2,Source:,"Geode, Omni Geode",,,,,,,
Kyanite,images/Kyanite.png,pyimage359,False,Gems,4,2,Source:,"Frozen Geode, Omni Geode",,,,,,,
Lunarite,images/Lunarite.png,pyimage360,False,Gems,5,2,Source:,"Frozen Geode, Omni Geode",,,,,,,
Malachite,images/Malachite.png,pyimage361,False,Gems,6,2,Source:,"Geode, Omni Geode",,,,,,,
Neptunite,images/Neptunite.png,pyimage362,False,Gems,7,2,Source:,"Magma Geode, Omni Geode, Black Slime",,,,,,,
Lemon Stone,images/Lemon_Stone.png,pyimage363,False,Gems,8,2,Source:,"Magma Geode, Omni Geode",,,,,,,
Nekoite,images/Nekoite.png,pyimage364,False,Gems,9,2,Source:,"Geode, Omni Geode",,,,,,,
Orpiment,images/Orpiment.png,pyimage365,False,Gems,0,3,Source:,"Geode, Omni Geode",,,,,,,
Petrified Slime,images/Petrified_Slime.png,pyimage366,False,Gems,1,3,Source:,"Geode, Omni Geode, Slime Ball",,,,,,,
Thunder Egg,images/Thunder_Egg.png,pyimage367,False,Gems,2,3,Source:,"Geode, Omni Geode",,,,,,,
Pyrite,images/Pyrite.png,pyimage368,False,Gems,3,3,Source:,"Frozen Geode, Omni Geode",,,,,,,
Ocean Stone,images/Ocean_Stone.png,pyimage369,False,Gems,4,3,Source:,"Frozen Geode, Omni Geode",,,,,,,
Ghost Crystal,images/Ghost_Crystal.png,pyimage370,False,Gems,5,3,Source:,"Frozen Geode, Omni Geode",,,,,,,
Tigerseye,images/Tigerseye.png,pyimage371,False,Gems,6,3,Source:,"Magma Geode, Omni Geode",,,,,,,
Jasper,images/Jasper.png,pyimage372,False,Gems,7,3,Source:,"Magma Geode, Omni Geode",,,,,,,
Opal,images/Opal.png,pyimage373,False,Gems,8,3,Source:,"Frozen Geode, Omni Geode",,,,,,,
Fire Opal,images/Fire_Opal.png,pyimage374,False,Gems,9,3,Source:,"Magma Geode, Omni Geode",,,,,,,
Celestine,images/Celestine.png,pyimage375,False,Gems,0,4,Source:,"Geode, Omni Geode",,,,,,,
Marble,images/Marble.png,pyimage376,False,Gems,1,4,Source:,"Frozen Geode, Omni Geode",,,,,,,
Sandstone,images/Sandstone.png,pyimage377,False,Gems,2,4,Source:,"Geode, Omni Geode",,,,,,,
Granite,images/Granite.png,pyimage378,False,Gems,3,4,Source:,"Geode, Omni Geode",,,,,,,
Basalt,images/Basalt.png,pyimage379,False,Gems,4,4,Source:,"Magma Geode, Omni Geode",,,,,,,
Limestone,images/Limestone.png,pyimage380,False,Gems,5,4,Source:,"Geode, Omni Geode",,,,,,,
Soapstone,images/Soapstone.png,pyimage381,False,Gems,6,4,Source:,"Frozen Geode, Omni Geode",,,,,,,
Hematite,images/Hematite.png,pyimage382,False,Gems,7,4,Source:,"Frozen Geode, Omni Geode",,,,,,,
Mudstone,images/Mudstone.png,pyimage383,False,Gems,8,4,Source:,"Geode, Omni Geode",,,,,,,
Obsidian,images/Obsidian.png,pyimage384,False,Gems,9,4,Source:,"Magma Geode, Omni Geode",,,,,,,
Slate,images/Slate.png,pyimage385,False,Gems,0,5,Source:,"Geode, Omni Geode",,,,,,,
Fairy Stone,images/Fairy_Stone.png,pyimage386,False,Gems,1,5,Source:,"Frozen Geode, Omni Geode",,,,,,,
Star Shards,images/Star_Shards.png,pyimage387,False,Gems,2,5,Source:,"Magma Geode, Omni Geode",,,,,,,
Greenhorn,images/Achievement_Star_01.png,pyimage388,False,Achieves,0,0,Achievement:,"Earn 15,000g",,,,,,,
Cowpoke,images/Achievement_Star_02.png,pyimage389,False,Achieves,1,0,Achievement:,"Earn 50,000g",,,,,,,
Homesteader,images/Achievement_Star_03.png,pyimage390,False,Achieves,2,0,Achievement:,"Earn 250,000g",,,,,,,
Millionaire,images/Achievement_Star_04.png,pyimage391,False,Achieves,3,0,Achievement:,"Earn 1,000,000g",,,,,,,
Legend,images/Achievement_Star_03.png,pyimage392,False,Achieves,4,0,Achievement:,"Earn 10,000,000g (Secret Achievement)",,,,,,,
A Complete Collection,images/Achievement_Star_05.png,pyimage393,False,Achieves,5,0,Achievement:,Complete the museum collection.,,,,,,,
A New Friend,images/Achievement_Star_06.png,pyimage394,False,Achieves,6,0,Achievement:,Reach a 5-heart friend level with someone.,,,,,,,
Best Friends,images/Achievement_Star_05.png,pyimage395,False,Achieves,7,0,Achievement:,Reach a 10-heart friend level with someone.,,,,,,,
The Beloved Farmer,images/Achievement_Star_07.png,pyimage396,False,Achieves,8,0,Achievement:,Reach a 10-heart friend level with 8 people.,,,,,,,
Cliques,images/Achievement_Star_07.png,pyimage397,False,Achieves,9,0,Achievement:,Reach a 5-heart friend level with 4 people.,,,,,,,
Networking,images/Achievement_Star_08.png,pyimage398,False,Achieves,0,1,Achievement:,Reach a 5-heart friend level with 10 people.,,,,,,,
Popular,images/Achievement_Star_09.png,pyimage399,False,Achieves,1,1,Achievement:,Reach a 5-heart friend level with 20 people.,,,,,,,
Cook,images/Achievement_Star_09.png,pyimage400,False,Achieves,2,1,Achievement:,Cook 10 different recipes.,,,,,,,
Sous Chef,images/Achievement_Star_10.png,pyimage401,False,Achieves,3,1,Achievement:,Cook 25 different recipes.,,,,,,,
Gourmet Chef,images/Achievement_Star_11.png,pyimage402,False,Achieves,4,1,Achievement:,Cook every recipe.,,,,,,,
Moving Up,images/Achievement_Star_10.png,pyimage403,False,Achieves,5,1,Achievement:,Upgrade your house.,,,,,,,
Living Large,images/Achievement_Star_11.png,pyimage404,False,Achieves,6,1,Achievement:,"Upgrade your house to the maximum size. (2nd upgrade, not cellar)",,,,,,,
D.I.Y.,images/Achievement_Star_02.png,pyimage405,False,Achieves,7,1,Achievement:,Craft 15 different items.,,,,,,,
Artisan,images/Achievement_Star_01.png,pyimage406,False,Achieves,8,1,Achievement:,Craft 30 different items.,,,,,,,
Craft Master,images/Achievement_Star_02.png,pyimage407,False,Achieves,9,1,Achievement:,Craft every item.,,,,,,,
Fisherman,images/Achievement_Star_04.png,pyimage408,False,Achieves,0,2,Achievement:,Catch 10 different fish.,,,,,,,
Ol' Mariner,images/Achievement_Star_03.png,pyimage409,False,Achieves,1,2,Achievement:,Catch 24 different fish.,,,,,,,
Master Angler,images/Achievement_Star_04.png,pyimage410,False,Achieves,2,2,Achievement:,Catch every fish.,,,,,,,
Mother Catch,images/Achievement_Star_03.png,pyimage411,False,Achieves,3,2,Achievement:,Catch 100 fish.,,,,,,,
Treasure Trove,images/Achievement_Star_05.png,pyimage412,False,Achieves,4,2,Achievement:,Donate 40 different items to the museum.,,,,,,,
Gofer,images/Achievement_Star_06.png,pyimage413,False,Achieves,5,2,Achievement:,Complete 10 'Help Wanted' requests.,,,,,,,
A Big Help,images/Achievement_Star_05.png,pyimage414,False,Achieves,6,2,Achievement:,Complete 40 'Help Wanted' requests.,,,,,,,
Polyculture,images/Achievement_Star_08.png,pyimage415,False,Achieves,7,2,Achievement:,Ship 15 of each crop.,,,,,,,
Monoculture,images/Achievement_Star_07.png,pyimage416,False,Achieves,8,2,Achievement:,Ship 300 of one crop.,,,,,,,
Full Shipment,images/Achievement_Star_07.png,pyimage417,False,Achieves,9,2,Achievement:,Ship every item.,,,,,,,
Abigail,images/Abigail.png,pyimage418,False,Villagers,0,0,Loves:,"Blackberry Cobbler, Chocolate Cake, Spicy Eel, Pufferfish, Amethyst, Pumpkin",Birthday:,Fall 13,Hearts:,0,Gifts:,0,0
Alex,images/Alex.png,pyimage419,False,Villagers,1,0,Loves:,"Complete Breakfast, Salmon Dinner",Birthday:,Summer 13,Hearts:,0,Gifts:,0,0
Caroline,images/Caroline.png,pyimage420,False,Villagers,2,0,Loves:,"Fish Taco, Summer Spangle",Birthday:,Winter 7,Hearts:,0,Gifts:,0,0
Clint,images/Clint.png,pyimage421,False,Villagers,3,0,Loves:,"Emerald, Aquamarine, Ruby, Amethyst, Topaz, Jade, Gold Bar, Iridium Bar, Artichoke Dip, Fiddlehead Risotto, Omni Geode",Birthday:,Winter 26,Hearts:,0,Gifts:,0,0
Demetrius,images/Demetrius.png,pyimage422,False,Villagers,4,0,Loves:,"Bean Hotpot, Ice Cream, Rice Pudding, Strawberry",Birthday:,Summer 19,Hearts:,0,Gifts:,0,0
